"","country","topic","sum","prop"
"1","Argentina","quantitative methods",192.976966536247,0.114255160767464
"2","Bahamas","quantitative methods",0.0138364779874214,0.0138364779874214
"3","Belize","quantitative methods",7.02010419323247,0.0961658108661982
"4","Bolivia","quantitative methods",31.0723049055044,0.131106771753183
"5","Brazil","quantitative methods",733.469088874857,0.130487295654662
"6","Chile","quantitative methods",150.785078053248,0.14144941656027
"7","Colombia","quantitative methods",44.1262164105039,0.119908196767674
"8","Costa.Rica","quantitative methods",28.5834736299335,0.156193844972314
"9","Cuba","quantitative methods",0.459661445888335,0.114915361472084
"10","Ecuador","quantitative methods",33.9713508038706,0.12443718243176
"11","El.Salvador","quantitative methods",2.15330702986981,0.269163378733726
"12","Guatemala","quantitative methods",1.39705321962625,0.0931368813084168
"13","Honduras","quantitative methods",0.0144890543929423,0.00482968479764743
"14","Jamaica","quantitative methods",0.000389256520046711,0.000389256520046711
"15","Mexico","quantitative methods",285.373213975028,0.124944489481186
"16","Nicaragua","quantitative methods",0.0022075055187638,0.0022075055187638
"17","Panama","quantitative methods",18.911618305534,0.170374939689496
"18","Paraguay","quantitative methods",3.67794628333048,0.111452917676681
"19","Peru","quantitative methods",39.7822205383243,0.112062593065702
"20","Uruguay","quantitative methods",20.1665163416315,0.137187185997493
"21","Venezuela","quantitative methods",17.7313835233683,0.123995688974604
"22","Argentina","statistical modeling",61.6358688568004,0.0364925215256367
"23","Bahamas","statistical modeling",0.00125786163522013,0.00125786163522013
"24","Belize","statistical modeling",1.76722269746989,0.0242085301023272
"25","Bolivia","statistical modeling",7.67902962872476,0.0324009688975728
"26","Brazil","statistical modeling",246.157435690345,0.0437924632076757
"27","Chile","statistical modeling",52.8260409028715,0.049555385462356
"28","Colombia","statistical modeling",19.5653311744063,0.0531666608000171
"29","Costa.Rica","statistical modeling",5.29812534883802,0.0289515046384591
"30","Cuba","statistical modeling",0.0281026311910927,0.00702565779777318
"31","Ecuador","statistical modeling",16.0812705668172,0.0589057529920044
"32","El.Salvador","statistical modeling",0.114514237148274,0.0143142796435342
"33","Guatemala","statistical modeling",0.386108722074411,0.0257405814716274
"34","Honduras","statistical modeling",0.0356817974965841,0.0118939324988614
"35","Jamaica","statistical modeling",0.00428182172051382,0.00428182172051382
"36","Mexico","statistical modeling",83.868834384615,0.0367201551596388
"37","Nicaragua","statistical modeling",0.0022075055187638,0.0022075055187638
"38","Panama","statistical modeling",5.59114980649161,0.0503707189774019
"39","Paraguay","statistical modeling",0.60595714356294,0.0183623376837255
"40","Peru","statistical modeling",13.0455263170493,0.036747961456477
"41","Uruguay","statistical modeling",6.49762206746776,0.044201510663046
"42","Venezuela","statistical modeling",5.45417139818037,0.038141058728534
